id,text,author
id11865,"Instantly a figure advanced to the threshold that of a young woman about twenty eight years of age slender, or rather slight, and somewhat above the medium height.",EAP
id07849,"I laid the second tier, and the third, and the fourth; and then I heard the furious vibrations of the chain.",EAP
id09654,Then came the steeper slope that held the old Carter place he had not seen in over forty years.,HPL
id05954,"""Save me"" she exclaimed, and would have sunk to the ground had I not supported her.",MWS
id14118,"""Vase am I,"" she thought, ""vase brimful of despair's direst essence.",MWS
id06111,This extended but little below the elbow.,EAP
id14593,"It was this object, and not his peculiar personal appearance, which made him end his life.",HPL
id14498,"The Duc muttered a slight oath, decidedly approbatory.",EAP
id07576,I was struck by the improvement that appeared in the health of Adrian.,MWS
id02036,"The sound drives him mad, and, accordingly, pulling out his tablets, he gives a record of his sensations.",EAP
id11830,We mean you no harm whatever.,EAP
id23986,"To England, therefore, I was bound, and it was understood that my union with Elizabeth should take place immediately on my return.",MWS
id03723,"She answered my reasonings more briefly, declaring with disdain, that the reason was hers; and, until I could persuade her that the past could be unacted, that maturity could go back to the cradle, and that all that was could become as though it had never been, it was useless to assure her that no real change had taken place in her fate.",MWS
id23592,I was to thrust this selected and matchless friend into the post of danger impossible the die was cast I would offer myself as candidate.,MWS
id15208,"He discoursed much, and beyond doubt, learnedly; while I hazarded an occasional suggestion as the night wore drowsily away.",EAP
id07758,"When it was decided that the young Earl of Windsor should visit Cumberland, workmen arrived to put the house and grounds in order for his reception.",MWS
id24012,"She remained with him until, by slow degrees, she fully recovered her original health.",EAP
id23397,Why is it folly to suppose that the murder was committed at any given period of the day?,EAP
id11958,"Awestruck at this unexpected glimpse into a past beyond the conception of the most daring anthropologist, I stood musing whilst the moon cast queer reflections on the silent channel before me.",HPL
id25232,"The apparition spoke of the curse which had hovered over my house, told me of my coming end, dwelt on the wrong perpetrated by my ancestor against old Michel Mauvais, and gloated over the revenge of Charles Le Sorcier.",HPL
id09893,She never for a moment credited the story of his death; she resolved instantly to go to Greece.,MWS
id19083,"The phrase quoted may mean any thing, or nothing, and guides in no degree.",EAP
id25794,"Through hunger and through thirst, I wrote.",EAP
id07755,all made o' squirmin' ropes . . .,HPL
id19825,"The exhibiter now proceeds to open the drawer which lies beneath the cupboards at the bottom of the box for although there are apparently two drawers, there is really only one the two handles and two key holes being intended merely for ornament.",EAP
id04261,"The movement of the jaws, in this effort to cry aloud, showed me that they were bound up, as is usual with the dead.",EAP
id00566,"It was this: or, rather, thus was it carried into execution.",EAP
id17387,"Her energy of character induced her still to combat with the ills of life; even those attendant on hopeless love presented themselves, rather in the shape of an adversary to be overcome, than of a victor to whom she must submit.",MWS
id14944,"I was unable to remain for a single instant in the same place; I jumped over the chairs, clapped my hands, and laughed aloud.",MWS
id17134,"""Has no copy been taken?"" he demanded, surveying it through a microscope.",EAP
id24795,He did not wish to go to sleep in a room alone especially since he thought he had glimpsed in the evening twilight the repellent old woman whose image had become so horribly transferred to his dreams.,HPL
id21699,"Would it be a rash wager a wager of one thousand to one that a day never passed over the heads of these boys without finding at least one of them ensconced in the umbrageous hall, and enthroned upon its natural throne?",EAP
id09888,"She had at the beginning of the season quitted the vacant city of Vienna; and, unable to tame her haughty mind to anything like submission, she had delayed at Hamburgh, and, when at last she came to London, many weeks elapsed before she gave Adrian notice of her arrival.",MWS
id05313,"It was hurt, but not destroyed.",HPL
id23494,During my wanderings I never slept without first calling down gentle dreams on your head.,MWS
id07143,"Death, which had in our younger days walked the earth like ""a thief that comes in the night,"" now, rising from his subterranean vault, girt with power, with dark banner floating, came a conqueror.",MWS
id19804,"Certainly it sounds absurd to hear that a woman educated only in the rudiments of French often shouted for hours in a coarse and idiomatic form of that language, or that the same person, alone and guarded, complained wildly of a staring thing which bit and chewed at her.",HPL
id03252,I think I was paralysed for an instant.,HPL
id20769,"A closer scrutiny filled me with sensations I cannot express; for despite its enormous magnitude, and its position in an abyss which had yawned at the bottom of the sea since the world was young, I perceived beyond a doubt that the strange object was a well shaped monolith whose massive bulk had known the workmanship and perhaps the worship of living and thinking creatures.",HPL
id12142,"In the beginning only, he created.",EAP
id10540,His graceful elocution enchained the senses of his hearers.,MWS
